time,action,metric0,metric2,metric1,metric3,metric4,metric5,metric6,metric7,metric8,metric9,metric10,metric11,metric12,metric13,metric14,metric15,metric16,metric17,metric18,metric19,metric20,metric21,metric22,metric23,metric24,metric25,metric26,metric27,metric28,metric29,metric30,metric31,metric32,metric33,metric34,metric35,metric36,metric37,metric38,metric39,metric40,metric41,metric42,metric43,metric44,metric45
1641852546547,-1,0.30275052273018066,0.09446560515388373,4.0,0.8892595971568248,306033.395,3.49324,556470.8818300001,240658.2148148148,1.2678785368703704,413983.91793981276,124997.92115384617,0.6591701313846154,215329.87956286996,27.2125,644489.525,644485.3,13556.75,253.0,2.16085651E8,1.68820736E9,8.295357087744E11,2.3033291968E9,1192.375,0.0037375000000000004,15.5998125,1.399617792E8,2.8416102375E8,8.4600201675E7,54.0,57.0,57.0,9.5,110153.25,-0.23780641183010404,16384.0,504.2,1.64183317984325E9,19212.72035,1.3296491874699998,27.65,27.65,0.0,19.0,-0.23635736978955868,3.29325,0.2
1641852849217,0,0.6168894780614287,0.09446560515388373,3.0,0.8652515979761255,346367.0333333333,3.539446666666666,629838.08732,260614.79047619045,3.5474798535142855,450350.85667029873,136869.33000000002,1.835445784545,236841.0393478446,25.916666666666668,667310.7166666667,667286.5333333333,13568.333333333334,274.6666666666667,2.17252444E8,1.68820736E9,9.112626659327999E11,2.6533783709333334E9,1341.2166666666665,0.005,15.667916666666665,1.3323810133333333E8,2.8416102375E8,8.331836276666667E7,56.0,59.0,59.0,9.833333333333334,113803.0,-0.31317731485216865,16384.0,736.0,1.6418309000306666E9,21786.947033333334,1.5102740401049999,21.0,21.0,0.0,20.0,-0.3109588538224172,3.2263333333333333,0.15
1641853151532,1,1.056988291326798,0.09446560515388373,3.0,0.865290053072086,356468.76666666666,3.5561066666666665,645998.3193266666,267821.1238095238,3.4634999204571426,461946.69674613496,140653.45500000002,1.7874299091899999,242933.06923163,26.766666666666666,668505.3333333334,668529.3666666667,13568.333333333334,274.6666666666667,2.1930537306666663E8,1.68820736E9,9.289109689685333E11,2.6600328352000003E9,1358.9833333333333,0.01195,15.8652,1.3323810133333333E8,2.8416102375E8,8.193742026666667E7,56.0,59.0,59.0,9.833333333333334,113803.0,-0.298174382893807,16384.0,1064.7333333333333,1.6418309000306666E9,22106.9466,1.511589127715,21.0,21.0,0.0,20.0,-0.29461558069627963,3.6323333333333334,0.15
1641853454282,2,1.051350291506409,0.09446465101367855,4.0,0.7956189966341549,278657.9788888889,4.0740244444444444,503136.4422522223,224988.14999999997,4.593277090703847,387498.5219231944,127209.1729468599,2.640945066798188,219384.39581433963,30.0875,645017.5027777778,645256.651388889,13565.472222222223,381.5,1.9162401186666667E8,1.68820736E9,7.165233303096888E11,2.096662553466667E9,1054.3819444444443,0.026572222222222223,12.368159722222222,1.16126592E8,2.8416102375E8,6.879353995E7,53.75,56.75,56.75,9.458333333333334,85352.73222222223,-0.20899837158873508,16384.0,1168.2277777777776,1.6418364639980001E9,16854.756130555554,1.3252178703366666,25.425,25.425,0.09,19.0,-0.2050744858308247,5.370555555555555,0.195
1641853757463,1,0.869944893582739,0.09446496906041361,6.0,0.7081531457803164,192643.20962962965,6.298536666666666,348077.4561685185,155130.60726495727,8.9952272230104,268182.17067689355,100867.77601851852,6.290729001129027,174605.16890851562,34.55833333333334,700804.4379629629,700941.2333333334,13630.462962962964,426.9185185185185,1.605806222074074E8,1.68820736E9,4.902472656365037E11,1.5695956690074074E9,739.0972222222223,0.03621296296296296,8.771425925925925,9.684211674074073E7,2.8416102375E8,6.2383598162962966E7,56.625925925925934,59.625925925925934,59.625925925925934,9.934567901234567,56915.008148148154,-0.30886802725717516,16384.0,1025.3666666666668,1.6418421286255E9,11487.448435185186,0.50882147682,37.644999999999996,37.644999999999996,0.255,20.666666666666668,-0.30600316873401034,6.4671666666666665,0.29500000000000004
1641854059733,1,0.8171963471323943,0.09446560515388373,7.0,0.7052984670015678,173632.9207142857,3.558285,312098.3357592857,151122.62142857144,1.5443552499482143,260531.81551095462,100780.72619047618,1.0249667941077665,173966.67469919423,23.2,662383.3767857143,662167.6142857142,13593.092857142856,480.14285714285717,1.4853476902857143E8,1.68820736E9,4.3509212961645715E11,1.4364631095142858E9,673.9089285714286,0.016098214285714285,7.967339285714286,9.410820388571429E7,2.8416102375E8,5.988230208571429E7,53.57142857142857,56.57142857142857,56.57142857142857,9.428571428571429,48786.0,-0.256783073446275,16384.0,876.217857142857,1.641843790345E9,10125.528142857143,0.43103531625,42.415,42.415,0.015,20.0,-0.25414815979705546,5.169535714285715,0.33999999999999997
1641854362404,0,0.7372570813739545,0.09446512808378114,8.0,0.6795699270807014,159892.9,3.558285,285871.57266375,148126.95833333334,1.57452872317,254545.10182088122,101027.60454545454,1.0684407347108227,173824.77224431172,23.640625,678555.2,678272.15625,13636.753125,506.578125,1.4088236515E8,1.68820736E9,3.945701507072E11,1.2900928055E9,619.7265625,0.009659375,7.314284375,8.87938816E7,2.8416102375E8,5.6525577446875E7,51.8625,54.8625,54.8625,9.143749999999999,42687.75,-0.22341753864123848,16384.0,816.378125,1.641845074476375E9,9139.278896875001,0.21674709345499998,47.265,47.265,0.015,20.5,-0.22092052325874406,5.34959375,0.39
1641854664722,-1,0.6934414571655075,0.09446560515388373,8.0,0.6877594299880132,167650.94749999998,3.5430475,298311.0305175,155015.06222222222,3.2783669142066665,265638.65072792757,105725.19696969698,2.2169745181939398,181393.6359680779,24.075,679290.11875,679176.05,13592.3625,558.375,1.419183842E8,1.68820736E9,4.08059904E11,1.3244240932E9,650.4125,0.012937500000000001,7.65245625,9.00022528E7,2.8416102375E8,5.689671189861111E7,56.6875,59.6875,59.6875,9.947916666666666,42687.75,-0.22459220209463326,16384.0,793.3625,1.641845074476375E9,9439.2233125,0.164175872525,48.25,48.25,0.0,20.5,-0.2220951510563963,4.5965,0.4
1641854967761,-1,0.6906216981237306,0.09446560515388373,7.0,0.713994966407524,197815.75238095238,3.5571438095238097,350877.52079333336,171256.4396825397,4.260014433927777,292963.67781496106,114206.59435626103,2.820305803853439,195602.38401319383,25.08095238095238,664666.6666666666,664806.9825396825,13600.707936507937,480.14285714285717,1.5734117112380955E8,1.68820736E9,4.7715995973079364E11,1.47245846935873E9,751.4015873015873,0.01187857142857143,8.828661111111112,9.47398590984127E7,2.8416102375E8,5.963672411904762E7,56.0,59.0,59.0,9.833333333333334,48786.0,-0.26071967008049146,16384.0,828.3222222222222,1.641843790345E9,11027.66972063492,0.42577809607055556,43.4,43.4,0.0,20.0,-0.2581452721775878,5.012888888888889,0.35
1641855270553,-1,0.6859943114427118,0.09446560515388373,6.0,0.7342501776281697,233707.21777777778,3.554491481481482,414030.0232566667,186671.49259259258,4.030624071321368,319142.5885316548,121374.30722222223,2.5959932846144445,207752.62176319901,26.2287037037037,687916.1481481482,687711.3148148148,13608.166666666666,460.3333333333333,1.8112886111111113E8,1.68820736E9,5.618055424682667E11,1.677488433214815E9,871.0824074074075,0.01695925925925926,10.293871296296297,1.000508928E8,2.8416102375E8,6.3950908859259255E7,57.333333333333336,60.333333333333336,60.333333333333336,10.055555555555555,56917.0,-0.31079313611280607,16384.0,823.8759259259259,1.6418421286255E9,12987.790264814816,0.8234251852522222,38.55,38.55,0.0,20.666666666666668,-0.3084019263821979,4.167166666666667,0.3
1641855573398,-1,0.581836706974898,0.09446560515388373,5.0,0.7634118339173318,278640.0337777778,3.5444897777777777,493719.5405462222,219267.56531986533,3.8997209346606065,374795.8637074134,134038.8341563786,2.360588290739712,229384.8569318844,26.01888888888889,666812.6066666667,666682.628888889,13600.0,448.0,2.0218569587555557E8,1.68820736E9,6.708403022506667E11,1.935385352906667E9,1017.781111111111,0.009494444444444444,11.998798888888889,1.0717853696000001E8,2.8416102375E8,6.776491346222222E7,56.0,59.0,59.0,9.833333333333334,68296.04,-0.17712282058035803,16384.0,746.9555555555555,1.6418398627928E9,15556.002286666666,1.0599106514633334,32.8,32.8,0.0,20.0,-0.17455915744009992,3.6300444444444446,0.25
1641855876135,-1,0.41806333120076394,0.09446560515388373,4.0,0.8130923255222509,340743.17000000004,3.502395,604793.17763,262430.73333333334,3.5974737007111113,448876.84419045364,147664.0375,1.9982436513708335,252874.29008426622,24.8125,633853.0,633863.3500000001,13590.0,381.5,2.205829224E8,1.68820736E9,8.251250311168E11,2.3028503786E9,1217.375,0.0167,14.3242375,1.172941568E8,2.8416102375E8,7.2947499725E7,54.0,57.0,57.0,9.5,85367.05,-0.23358758915307565,16384.0,613.9,1.6418364639980001E9,19258.549875,1.32721809428,27.05,27.05,0.0,19.0,-0.2316483038079937,3.25025,0.2
1641856178749,0,0.3899630504667425,0.09446560515388373,3.0,0.8664528466730781,435630.46,3.507913333333333,775417.9918133334,324146.58095238096,3.4330746894571424,554877.5677537989,166079.77804878048,1.7307708029,284642.9496358694,26.166666666666668,667293.6,667327.2333333333,13569.0,274.6666666666667,2.3254037733333334E8,1.68820736E9,1.0670730554026666E12,2.715379620266667E9,1498.5,0.007233333333333334,17.617466666666665,1.3327086933333333E8,2.8416102375E8,8.269481506666666E7,56.0,59.0,59.0,9.833333333333334,113814.2,-0.3203775611902337,16384.0,586.4333333333333,1.6418309000306666E9,25116.946933333336,1.50981778903,21.15,21.15,0.0,20.0,-0.31881569214082917,2.2213333333333334,0.15
1641856480838,0,0.6135688150414014,0.09446560515388373,3.0,0.8664528466730781,440612.08666666667,3.5108333333333333,783342.40022,327693.8904761904,3.0756961421619047,560577.3025324162,167897.4219512195,1.554141210704878,287564.4384210289,26.516666666666666,667848.3833333333,667741.3666666667,13569.0,274.6666666666667,2.3313390479999998E8,1.68820736E9,1.0758142645589332E12,2.7185200389333334E9,1507.2,0.005399999999999999,17.688833333333335,1.3327086933333333E8,2.8416102375E8,8.334158053333333E7,56.0,59.0,59.0,9.833333333333334,113814.2,-0.3136467690263515,16384.0,735.0666666666666,1.6418309000306666E9,25416.947033333334,1.51101128797,21.15,21.15,0.0,20.0,-0.3114201654217836,2.598333333333333,0.15
1641856782902,1,0.9185899638215375,0.08816789814362483,3.0,0.8103846623442923,447190.06,8.747313333333333,795528.9975666667,333097.8285714286,10.367116434904762,569213.9016345538,170665.78292682927,8.25163019209512,292001.19298520056,66.46666666666667,740216.2000000001,740121.1,13569.033333333333,274.6666666666667,3.332982546666667E8,1.68820736E9,1.1025892332885332E12,2.8285040834666667E9,1538.7666666666664,0.030766666666666668,18.087183333333336,1.3327387306666666E8,2.8416102375E8,8.985236160000001E7,56.0,59.0,59.0,9.844444444444443,119249.34000000001,-0.3002118322851602,16384.0,1277.5333333333333,1.6418309000306666E9,25746.949833333332,1.513542179925,21.15,21.15,0.0,20.0,-0.29616917041595564,5.668666666666667,0.15
1641857085635,0,0.771604020033127,0.09446465101367855,4.0,0.8163461716977573,339344.4688888889,9.704305000000002,606508.1678633334,263332.5868312757,11.338997626695884,449872.4200043163,142245.3012857143,8.937404293362476,243324.45752049767,81.22638888888889,751999.075,752012.6111111111,13587.605555555556,271.25,2.9158559382222223E8,1.68820736E9,8.576917161756444E11,2.405819726022222E9,1223.2444444444443,0.03410277777777778,14.386897222222222,1.2267898026666667E8,2.8416102375E8,8.242549573055555E7,53.75,56.75,56.75,9.454166666666667,97844.21888888889,-0.22010254217624511,16384.0,1544.3472222222222,1.6418373716545E9,19577.148669444447,1.3765788066866667,26.655,26.655,0.075,19.0,-0.21547048926158646,6.755361111111111,0.195
1641857387936,1,0.9097874017085058,0.09446560515388373,4.0,0.853855425401845,345916.60500000004,7.41043,620432.2137450001,267935.0925925926,10.661912647466668,460535.12879329943,141892.62352941177,6.919549388268628,244204.31071621523,66.2125,719407.0625,719163.875,13589.9,271.25,2.319272302E8,1.68820736E9,8.733023535103999E11,2.5822066022000003E9,1253.0625,0.0395875,15.002225000000001,1.288456448E8,2.8416102375E8,8.0466991075E7,54.0,57.0,57.0,9.504166666666666,99321.61500000002,-0.21368671843187714,16384.0,1458.225,1.6418373716545E9,19873.405575,1.3608718350905555,27.47,27.47,0.015,19.0,-0.20910876526582664,8.452,0.2
1641857690158,3,1.232791165846974,0.09446560515388373,5.0,0.819645900782225,288254.083,3.6832779999999996,515121.953688,250731.39333333334,2.0132994817191667,430272.1672312221,139338.1685185185,1.086381380594643,239417.55312200473,31.24,682611.1599999999,682351.04,13576.920000000002,396.0,1.8564558048E8,1.68820736E9,7.191463460864E11,2.2286231033199997E9,1042.1925,0.026435000000000004,12.6624625,1.2269754367999999E8,2.8416102375E8,7.4440890135E7,51.0,54.0,54.0,9.0,79618.8,-0.15800741503887014,16384.0,1100.6200000000001,1.6418413756195998E9,16176.17489,1.1202484558549999,31.365,31.365,0.015,20.0,-0.15423714624308354,5.2151499999999995,0.24
1641857992967,1,0.8063492679613222,0.09446417394357597,8.0,0.6887678869771096,188157.21749999997,3.58339375,334785.87517,201073.8044871795,1.8455647640769233,344162.5440607053,124512.0234126984,1.1306964164243196,213382.44928518773,26.2796875,624708.8,624606.7828125,13570.296875,435.203125,1.4778199035E8,1.68820736E9,4.6346238033919995E11,1.4894693326E9,646.0029411764707,0.021730882352941176,7.888657352941177,9.64186624E7,2.8416102375E8,5.859631513125E7,43.625,46.625,46.625,7.770833333333333,49761.75,-0.08287564876930203,16384.0,837.0,1.64184749547925E9,10355.7674125,0.345511921255,44.065,44.065,0.06,18.5,-0.0794271845544428,5.33065625,0.37
1641858295871,0,0.6925192594713397,0.09446518109157032,9.0,0.7021265062364144,174241.82691358027,3.552148888888889,308790.4831962963,194194.6992063492,3.506159366110053,331621.5754622792,123615.75067340067,2.208602492560522,211352.17123476815,26.57777777777778,643686.5932098766,643796.488888889,13563.608641975308,519.2222222222222,1.4260366225185186E8,1.68820736E9,4.2411715153667163E11,1.3995078588345678E9,610.9514619883041,0.016129824561403508,7.499023976608187,9.713200545185184E7,2.8416102375E8,6.023638558148149E7,51.34444444444445,54.34444444444445,54.34444444444445,9.055555555555555,44232.666666666664,-0.18904254687075117,16384.0,744.0962962962963,1.641848662300889E9,9486.978886419754,0.028053721825,51.4,51.4,0.015,19.11111111111111,-0.18604555373535325,5.008037037037037,0.445
1641858598460,-1,0.6044815689975066,0.09446560515388373,9.0,0.7158896543754076,180779.26888888888,3.5447733333333336,319277.7711955556,201191.89047619049,5.113921823835715,342925.02953609865,128069.85757575757,3.2322593431924243,218550.73123585826,27.322222222222223,644846.738888889,644845.1222222222,13573.21111111111,519.2222222222222,1.3923604844444445E8,1.68820736E9,4.355051516359111E11,1.4150427691555555E9,631.2894736842105,0.009847368421052632,7.75081052631579,9.853335324444444E7,2.8416102375E8,5.987927374444445E7,54.22222222222222,57.22222222222222,57.22222222222222,9.537037037037036,44232.666666666664,-0.19259155830257507,16384.0,716.9222222222222,1.641848662300889E9,9788.644344444445,0.012697110440000001,51.9,51.9,0.0,19.11111111111111,-0.18969552108838927,4.858555555555556,0.45
1641858901261,-1,0.5822785905179294,0.09446560515388373,8.0,0.7340113840513132,208254.02250000002,3.5409550000000003,366994.43906,221663.1692307692,4.955850291394872,377369.66003321594,135116.8578125,3.2049042290437497,230299.23588537605,27.26875,626371.3,626499.89375,13577.825,449.0,1.482211939E8,1.68820736E9,4.98379718656E11,1.555692632E9,707.8941176470588,0.00968235294117647,8.724411764705883,1.035251456E8,2.8416102375E8,6.29219114375E7,53.0,56.0,56.0,9.333333333333334,49761.75,-0.09219459377248954,16384.0,694.4625,1.64184749547925E9,11255.71975,0.16454464776500002,47.185,47.185,0.015,18.5,-0.08892486773013494,4.337375,0.4
1641859204294,-1,0.4861224187989569,0.09446560515388373,7.0,0.750903083534515,239935.12857142856,3.5268485714285713,422542.8608485714,242007.83333333334,4.903033703441667,411892.9899454956,142867.77704918032,2.8741985598393445,243442.2038961305,27.178571428571427,602374.6285714286,602410.7214285714,13580.514285714287,386.85714285714283,1.5871704114285713E8,1.68820736E9,5.728875502445714E11,1.7279414657142856E9,849.592857142857,0.008821428571428572,10.501628571428572,1.0941268845714286E8,2.8416102375E8,6.4418149071428575E7,51.42857142857143,54.42857142857143,54.42857142857143,9.073809523809524,56870.57142857143,-0.11456625308987556,16384.0,617.1142857142858,1.6418460385497143E9,13015.711400000002,0.2996568735,42.2,42.2,0.0,17.714285714285715,-0.1116393111138624,3.5432857142857137,0.35
1641859507036,-1,0.3250402141833247,0.09446560515388373,6.0,0.781874360954348,278762.7033333333,3.5119233333333333,491117.34365,262951.8090909091,4.137486184351515,447676.0563597855,152282.08245614034,2.3742982482421056,259563.3951628524,28.491666666666664,614320.5333333333,614343.6333333333,13582.283333333333,356.5,1.7311596493333334E8,1.68820736E9,6.662845715797333E11,1.9620202163999999E9,966.3166666666666,0.006608333333333333,12.012524999999998,1.1803543893333334E8,2.8416102375E8,6.960149851666667E7,52.0,55.0,55.0,9.166666666666666,66349.0,-0.14860262001989835,16384.0,516.25,1.641844096062E9,15257.799483333334,0.7929911816999999,37.2,37.2,0.0,18.0,-0.1465377022313147,2.707166666666667,0.3
1641859809907,-1,0.2553757663925775,0.09446560515388373,5.0,0.8324479164119808,330449.592,3.478252,582830.364928,285861.26999999996,3.8972583228,487009.411913453,158861.23518518519,2.14316439837963,270959.9955893662,31.72,683124.64,683289.9400000001,13586.0,396.0,1.9114522816E8,1.68820736E9,7.9247980888064E11,2.26598970048E9,1130.58,0.0034799999999999996,13.60369,1.2309628928E8,2.8416102375E8,7.43946127E7,56.0,59.0,59.0,9.833333333333334,79618.8,-0.1902441486209244,16384.0,475.88,1.6418413756195998E9,18275.83668,0.69535261608,32.35,32.35,0.0,20.0,-0.18890757308748568,2.0558,0.25
1641860112472,-1,0.455471021368851,0.09446560515388373,4.0,0.8850240685617161,333600.836,3.499796,587848.03178,288482.7833333333,3.5113823245666667,491231.7734320678,160318.51296296294,1.9286863704462962,273307.5091729459,32.05,683649.67,683563.4199999999,13586.0,396.0,1.9144107792000002E8,1.68820736E9,7.980223719014401E11,2.2680993518399997E9,1136.3899999999999,0.0045,13.644020000000001,1.2310398975999999E8,2.8416102375E8,7.337470172E7,56.0,59.0,59.0,9.836666666666668,79618.8,-0.18389083490208025,16384.0,599.3,1.6418413756195998E9,18560.838620000002,0.99478850925,27.985000000000003,27.985000000000003,0.0,20.0,-0.18193525696132637,2.6712,0.205
1641860415127,1,0.8588383617881894,0.09446560515388373,3.0,0.8692460314650194,525349.5399999999,5.9634133333333335,929459.8170800001,390147.21428571426,6.403996888904762,665486.1459565446,199894.3756097561,3.753426714204878,341369.2054743832,56.21666666666666,723752.5333333333,723666.4333333332,13571.0,274.6666666666667,2.3356352853333333E8,1.68820736E9,1.2724005240832E12,3.2393316752000003E9,1747.2333333333333,0.013083333333333334,20.672283333333333,1.3330582186666666E8,2.8416102375E8,8.43862027E7,56.0,59.0,59.0,9.833333333333334,131445.38666666666,-0.3052485617208412,16384.0,1360.1666666666667,1.6418309000306666E9,29376.94856666667,1.2426733822183333,21.15,21.15,0.0,20.0,-0.3010204322115577,3.860333333333333,0.15
1641860717666,2,1.045884658409801,0.09446465101367855,4.0,0.7941557030009245,401680.305,10.0214275,713405.8241175001,347396.99062500003,8.803587545120832,595469.0009591186,189548.4471590909,5.374754848273052,325290.8327848802,51.725,699336.3125,699426.7,13562.96875,242.625,2.7156096605E8,1.68820736E9,9.68946417664E11,2.61457496615E9,1342.16875,0.035803125000000005,16.009081249999998,1.180300032E8,2.8416102375E8,7.8978957625E7,53.75,56.75,56.75,9.458333333333334,98831.08,-0.2109479205857038,16384.0,1214.20625,1.6418382797505E9,22302.68068125,1.2920149808405554,25.015,25.015,0.015,19.0,-0.20705810661862453,7.260875,0.19
1641861020179,2,1.0178937173357225,0.09446496906041361,6.0,0.7292321463319188,276973.5366666667,3.881736666666667,490720.7081208333,287096.94333333336,1.9352722132766667,491532.8027922598,172311.142,1.1488483599892858,295357.2266243059,29.59375,704927.4666666667,705136.7062499999,13527.591666666667,409.3333333333333,1.4909412826666668E8,1.68820736E9,6.620295899818667E11,1.894230792466667E9,936.875,0.021327083333333333,11.207560416666666,1.011435008E8,2.8416102375E8,6.456123760833333E7,48.98333333333333,51.98333333333333,51.98333333333333,8.661111111111111,65914.16666666667,-0.132475650728481,16384.0,946.9,1.6418457604045E9,15123.3984625,0.7832613717100001,33.730000000000004,33.730000000000004,0.03,20.666666666666668,-0.12934149727099178,4.649249999999999,0.27999999999999997
1641861322428,0,0.6405909362955973,0.09446465101367855,8.0,0.7078047492414437,214626.654375,5.808884375,380550.76913125,177748.9046666667,6.7845750312475,304976.60224769684,118535.46444444446,5.048329217248793,203614.85308934856,34.5515625,708213.575,708160.2984375,13568.525,496.984375,1.31327326375E8,1.66182912E9,5.0878906368E11,1.498064174825E9,734.0140625,0.02181875,8.777553124999999,9.0508928E7,2.8416102375E8,5.6539130578125E7,50.6375,53.6375,53.6375,8.941666666666666,49506.2,-0.2272290482161387,16384.0,878.071875,1.64184957629475E9,11601.25675625,0.244491690465,44.885000000000005,44.885000000000005,0.525,20.5,-0.22477526232267633,4.79853125,0.38
1641861624025,0,0.37389044165554564,0.09446560515388373,8.0,0.7350057962293677,218191.06749999998,10.62979,389777.1765325,176761.01764705882,12.650497307833332,306161.3797042632,111328.30339506172,10.102858628237962,193055.10981205304,46.075,727406.3,727389.8,13597.925,513.125,1.486088403E8,1.68820736E9,5.16419158016E11,1.5491391454E9,753.175,0.01975,9.05581875,9.16898048E7,2.8416102375E8,5.8573469262499996E7,56.975,59.975,59.975,9.995833333333334,49886.814999999995,-0.23800758768085317,16384.0,943.975,1.64184957629475E9,11893.654400000001,0.16099467768500003,50.935,50.935,0.10499999999999998,20.5,-0.23546605112996472,5.051375,0.4
1641861925566,-1,0.3949183597976768,0.0909226678905105,8.0,0.6842555716903138,219677.73678571428,12.388015,395896.12030214287,174424.92445054944,12.62007852204945,304538.95366675605,98689.73793995858,10.811064057217857,172404.23319568526,44.01607142857143,699108.5017857143,699105.1330357143,13598.55357142857,470.17857142857144,1.6519585175714287E8,1.68820736E9,5.231798424137143E11,1.5893545337285714E9,768.1732142857143,0.028826785714285715,9.337984821428572,9.25341312E7,2.8416102375E8,5.883467672678571E7,55.482142857142854,58.482142857142854,58.482142857142854,9.744940476190477,51525.517857142855,-0.23138836737698681,16384.0,912.8267857142857,1.6418496378295715E9,12142.119075,0.24406134784499994,50.05,50.05,0.195,19.785714285714285,-0.22861522859471062,5.511928571428571,0.385
1641862227923,-1,0.45265787610940034,0.07827150141321795,7.0,0.5943091897274296,251272.0263492063,14.187739682539682,454201.5939380952,193886.8508274232,12.657784964096926,338051.708887688,109825.56516064257,10.244415456189357,191731.7532089936,43.114285714285714,672781.0499999999,672770.9142857144,13595.628571428571,370.0,1.982490737142857E8,1.68820736E9,6.108995537188572E11,1.7556565460571427E9,890.2642857142856,0.02057142857142857,10.773257142857144,9.797030765714286E7,2.8416102375E8,6.063890637142857E7,53.67142857142857,56.67142857142857,56.67142857142857,9.447619047619048,63226.01142857142,-0.10900988396904018,16384.0,714.9428571428572,1.6418480393292859E9,14041.1883,0.519287355655,47.089999999999996,47.089999999999996,0.06,18.857142857142858,-0.10552908389767926,5.005285714285714,0.35
1641862529969,-1,0.5037891280056987,0.0818701911333659,6.0,0.6899492818279233,294633.3429629629,10.978131481481482,532028.2738192593,231725.48500000002,11.17455676802111,399346.1276590627,127012.46575342465,8.380752775257992,219169.05240626622,49.57314814814814,742126.3259259259,742122.4037037037,13561.466666666667,437.2592592592593,2.260060354074074E8,1.68820736E9,7.492960964759703E11,2.087611230088889E9,1093.8564814814815,0.03532222222222222,12.926497222222222,1.1256788954074074E8,2.8416102375E8,7.315447519629629E7,57.333333333333336,60.333333333333336,60.333333333333336,10.058333333333334,86017.98814814814,-0.1418632842656112,16384.0,830.5388888888889,1.6418457604045E9,16616.00888703704,0.8234123010588889,40.589999999999996,40.589999999999996,0.015,20.666666666666668,-0.13909425038741086,7.495574074074074,0.3
1641862832163,-1,0.535975627570155,0.07746179622618467,5.0,0.682889910848419,350228.76,0.345664,629079.694228,273469.8382352941,1.5912256658705881,463141.67005657125,147632.73174603173,0.9461460482111111,250348.26644100095,33.8,699045.28,699041.1,13548.2,353.6,2.1668920592E8,1.68820736E9,9.299127854694398E11,2.40439436544E9,1312.3300000000002,0.01883,15.318519999999998,1.2069226496E8,2.8416102375E8,7.480011238E7,56.0,59.0,59.0,9.833333333333334,115644.48800000001,-0.17261461174981652,16384.0,307.52,1.6418427681912E9,19910.751,1.0500413439999998,34.3,34.3,0.0,20.0,-0.17075976843500146,5.0506,0.25
1641863134804,-1,0.4125778430622923,0.09446560515388373,4.0,0.8474113810627297,433743.11,3.6070750000000005,775394.52783,329367.8857142857,4.967321068442857,554740.6540712498,174059.83018867925,2.621964717201887,293532.65426845464,43.8,675398.85,675541.7875,13557.75,275.25,2.45662012E8,1.68820736E9,1.1527481196544001E12,2.7885519154E9,1559.6375,0.014224999999999998,18.463375,1.25221504E8,2.8416102375E8,7.92281652E7,54.0,57.0,57.0,9.5,143420.0,-0.23494317744459706,16384.0,828.1999999999999,1.6418382797505E9,24702.689325000003,1.266670549295,27.95,27.95,0.0,19.0,-0.23242264317863592,5.18875,0.2
1641863437340,0,0.38547095785694657,0.09446560515388373,3.0,0.8716718271178155,569472.7466666666,3.5127466666666662,1014600.9742466667,410559.95,1.2240808943590908,692830.9952928062,210119.9627906977,0.5986790235837209,355024.41481355217,35.666666666666664,706700.0,706760.2999999999,13523.333333333334,323.0,2.8540087173333335E8,1.68820736E9,1.4807573288277332E12,3.5587172845333333E9,1975.7666666666667,0.012933333333333333,23.15716666666667,1.3331729066666667E8,2.8416102375E8,8.628012033333333E7,56.0,59.0,59.0,9.838888888888889,177081.33333333334,-0.32005116037114195,16384.0,560.5,1.6418309000306666E9,32376.9464,1.4819029113500002,21.6,21.6,0.0,20.0,-0.31856267096506347,2.1696666666666666,0.15
1641863739002,0,0.558626848717869,0.09446560515388373,3.0,0.8716718271178155,574307.2066666667,3.528293333333333,1022364.1275933333,413856.16363636364,1.18494723435,698132.3280517668,211807.10465116278,0.6041956463906978,357738.5415656919,35.71666666666667,706910.6666666666,706810.1666666666,13523.333333333334,323.0,2.8628993253333336E8,1.68820736E9,1.4891620149930667E12,3.5624195581333337E9,1985.1000000000001,0.008100000000000001,23.240133333333333,1.3332029440000002E8,2.8416102375E8,8.55782427E7,56.0,59.0,59.0,9.833333333333334,177081.33333333334,-0.31453750263758257,16384.0,675.3666666666667,1.6418309000306666E9,32676.9468,1.51044747304,21.6,21.6,0.0,20.0,-0.3125405823447061,2.635666666666667,0.15
1641864041325,1,0.9896068941604323,0.09446560515388373,3.0,0.8717250629854287,583173.4866666667,3.7034666666666665,1036522.0121866667,419893.81363636366,3.411162680727273,707827.7433048212,214896.8558139535,1.7171267241604653,362702.35166722815,37.266666666666666,709013.6333333333,708954.0833333334,13523.333333333334,323.0,2.880748306666667E8,1.68820736E9,1.5046035199317334E12,3.5698061168000007E9,2002.75,0.015266666666666666,23.4254,1.3332548266666667E8,2.8416102375E8,8.93791505E7,56.0,59.0,59.0,9.833333333333334,177081.33333333334,-0.30042414523648575,16384.0,989.6999999999999,1.6418309000306666E9,32986.951166666666,1.5120402573349998,21.6,21.6,0.0,20.0,-0.29711105174257524,4.077333333333334,0.15
